Season,Overall Rank,Team,Country,League Rank,Matches Played,Wins,Draws,Losses,Goals For,Goals Against,Goal Difference,Points,Points Per Match,Expected Goals,Expected Goals Against,Expected Goal Difference,Expected Goal Difference Per Match
2016-2017,45,Guingamp,fr,10,38,14,8,16,46,53,-7.0,50,1.32,,,,
2016-2017,46,Schalke 04,de,10,34,11,10,13,45,40,5.0,43,1.26,,,,
2016-2017,47,Sampdoria,it,10,38,12,12,14,49,55,-6.0,48,1.26,,,,
2016-2017,48,Eint Frankfurt,de,11,34,11,9,14,36,43,-7.0,42,1.24,,,,
2016-2017,49,Cagliari,it,11,38,14,5,19,55,76,-21.0,47,1.24,,,,
2016-2017,50,Leverkusen,de,12,34,11,8,15,53,55,-2.0,41,1.21,,,,
2016-2017,51,Sassuolo,it,12,38,13,7,18,58,63,-5.0,46,1.21,,,,
2016-2017,52,Málaga,es,11,38,12,10,16,49,55,-6.0,46,1.21,,,,
2016-2017,53,Southampton,eng,8,38,12,10,16,41,48,-7.0,46,1.21,,,,
2016-2017,54,Lille,fr,11,38,13,7,18,40,47,-7.0,46,1.21,,,,
2016-2017,55,Valencia,es,12,38,13,7,18,56,65,-9.0,46,1.21,,,,
2016-2017,56,Angers,fr,12,38,13,7,18,40,49,-9.0,46,1.21,,,,
2016-2017,57,Bournemouth,eng,9,38,12,10,16,55,67,-12.0,46,1.21,,,,
2016-2017,58,West Brom,eng,10,38,12,9,17,43,51,-8.0,45,1.18,,,,
2016-2017,59,Udinese,it,13,38,12,9,17,47,56,-9.0,45,1.18,,,,
2016-2017,60,Celta Vigo,es,13,38,13,6,19,53,69,-16.0,45,1.18,,,,
2016-2017,61,West Ham,eng,11,38,12,9,17,47,64,-17.0,45,1.18,,,,
2016-2017,62,Toulouse,fr,13,38,10,14,14,37,41,-4.0,44,1.16,,,,
2016-2017,63,Leicester City,eng,12,38,12,8,18,48,63,-15.0,44,1.16,,,,
2016-2017,64,Stoke City,eng,13,38,11,11,16,41,56,-15.0,44,1.16,,,,
2016-2017,65,Chievo,it,14,38,12,7,19,43,61,-18.0,43,1.13,,,,
2016-2017,66,Metz,fr,14,38,11,10,17,39,72,-33.0,43,1.13,,,,
2016-2017,67,Augsburg,de,13,34,9,11,14,35,51,-16.0,38,1.12,,,,
2016-2017,68,Hamburger SV,de,14,34,10,8,16,33,61,-28.0,38,1.12,,,,
2016-2017,69,Mainz 05,de,15,34,10,7,17,44,55,-11.0,37,1.09,,,,
2016-2017,70,Wolfsburg,de,16,34,10,7,17,34,52,-18.0,37,1.09,,,,
2016-2017,71,Crystal Palace,eng,14,38,12,5,21,50,63,-13.0,41,1.08,,,,
2016-2017,72,Bologna,it,15,38,11,8,19,40,58,-18.0,41,1.08,,,,
2016-2017,73,Swansea City,eng,15,38,12,5,21,45,70,-25.0,41,1.08,,,,
2016-2017,74,Burnley,eng,16,38,11,7,20,39,55,-16.0,40,1.05,,,,
2016-2017,75,Watford,eng,17,38,11,7,20,40,68,-28.0,40,1.05,,,,
2016-2017,76,Montpellier,fr,15,38,10,9,19,48,66,-18.0,39,1.03,,,,
2016-2017,77,Las Palmas,es,14,38,10,9,19,53,74,-21.0,39,1.03,,,,
2016-2017,78,Betis,es,15,38,10,9,19,41,64,-23.0,39,1.03,,,,
2016-2017,79,Dijon,fr,16,38,8,13,17,46,58,-12.0,37,0.97,,,,
2016-2017,80,Caen,fr,17,38,10,7,21,36,65,-29.0,37,0.97,,,,
2016-2017,81,La Coruña,es,16,38,8,12,18,43,61,-18.0,36,0.95,,,,
2016-2017,82,Genoa,it,16,38,9,9,20,38,64,-26.0,36,0.95,,,,
2016-2017,83,Lorient,fr,18,38,10,6,22,44,70,-26.0,36,0.95,,,,
2016-2017,84,Ingolstadt 04,de,17,34,8,8,18,36,57,-21.0,32,0.94,,,,
2016-2017,85,Leganés,es,17,38,8,11,19,36,55,-19.0,35,0.92,,,,
2016-2017,86,Nancy,fr,19,38,9,8,21,29,52,-23.0,35,0.92,,,,
2016-2017,87,Crotone,it,17,38,9,7,22,34,58,-24.0,34,0.89,,,,
2016-2017,88,Bastia,fr,20,38,8,10,20,29,54,-25.0,34,0.89,,,,
2016-2017,89,Hull City,eng,18,38,9,7,22,37,80,-43.0,34,0.89,,,,
2016-2017,90,Empoli,it,18,38,8,8,22,29,61,-32.0,32,0.84,,,,
2016-2017,91,Sporting Gijón,es,18,38,7,10,21,42,72,-30.0,31,0.82,,,,
2016-2017,92,Middlesbrough,eng,19,38,5,13,20,27,53,-26.0,28,0.74,,,,
2016-2017,93,Darmstadt 98,de,18,34,7,4,23,28,63,-35.0,25,0.74,,,,
2016-2017,94,Palermo,it,19,38,6,8,24,33,77,-44.0,26,0.68,,,,
2016-2017,95,Sunderland,eng,20,38,6,6,26,29,69,-40.0,24,0.63,,,,
2016-2017,96,Osasuna,es,19,38,4,10,24,40,94,-54.0,22,0.58,,,,
2016-2017,97,Granada,es,20,38,4,8,26,30,82,-52.0,20,0.53,,,,
2016-2017,98,Pescara,it,20,38,3,9,26,37,81,-44.0,18,0.47,,,,
2015-2016,1,Bayern Munich,de,1,34,28,4,2,80,17,63.0,88,2.59,,,,
2015-2016,2,Paris S-G,fr,1,38,30,6,2,102,19,83.0,96,2.53,,,,
2015-2016,3,Barcelona,es,1,38,29,4,5,112,29,83.0,91,2.39,,,,
2015-2016,4,Juventus,it,1,38,29,4,5,75,20,55.0,91,2.39,,,,
2015-2016,5,Real Madrid,es,2,38,28,6,4,110,34,76.0,90,2.37,,,,
2015-2016,6,Atlético Madrid,es,3,38,28,4,6,63,18,45.0,88,2.32,,,,
2015-2016,7,Dortmund,de,2,34,24,6,4,82,34,48.0,78,2.29,,,,
2015-2016,8,Napoli,it,2,38,25,7,6,80,32,48.0,82,2.16,,,,
2015-2016,9,Leicester City,eng,1,38,23,12,3,68,36,32.0,81,2.13,,,,
2015-2016,10,Roma,it,3,38,23,11,4,83,41,42.0,80,2.11,,,,
2015-2016,11,Arsenal,eng,2,38,20,11,7,65,36,29.0,71,1.87,,,,
2015-2016,12,Tottenham,eng,3,38,19,13,6,69,35,34.0,70,1.84,,,,
2015-2016,13,Leverkusen,de,3,34,18,6,10,56,40,16.0,60,1.76,,,,
2015-2016,14,Inter,it,4,38,20,7,11,50,38,12.0,67,1.76,,,,
2015-2016,15,Manchester City,eng,4,38,19,9,10,71,41,30.0,66,1.74,,,,
2015-2016,16,Manchester Utd,eng,5,38,19,9,10,49,35,14.0,66,1.74,,,,
2015-2016,17,Lyon,fr,2,38,19,8,11,67,43,24.0,65,1.71,,,,
2015-2016,18,Monaco,fr,3,38,17,14,7,57,50,7.0,65,1.71,,,,
2015-2016,19,Fiorentina,it,5,38,18,10,10,60,42,18.0,64,1.68,,,,
2015-2016,20,Villarreal,es,4,38,18,10,10,44,35,9.0,64,1.68,,,,
2015-2016,21,Southampton,eng,6,38,18,9,11,59,41,18.0,63,1.66,,,,
2015-2016,22,Nice,fr,4,38,18,9,11,58,41,17.0,63,1.66,,,,
2015-2016,23,West Ham,eng,7,38,16,14,8,65,51,14.0,62,1.63,,,,
2015-2016,24,Athletic Club,es,5,38,18,8,12,58,45,13.0,62,1.63,,,,
2015-2016,25,M'Gladbach,de,4,34,17,4,13,67,50,17.0,55,1.62,,,,
2015-2016,26,Sassuolo,it,6,38,16,13,9,49,40,9.0,61,1.61,,,,
2015-2016,27,Liverpool,eng,8,38,16,12,10,63,50,13.0,60,1.58,,,,
2015-2016,28,Lille,fr,5,38,15,15,8,39,27,12.0,60,1.58,,,,
2015-2016,29,Celta Vigo,es,6,38,17,9,12,51,59,-8.0,60,1.58,,,,
2015-2016,30,Saint-Étienne,fr,6,38,17,7,14,42,37,5.0,58,1.53,,,,
2015-2016,31,Schalke 04,de,5,34,15,7,12,51,49,2.0,52,1.53,,,,
2015-2016,32,Milan,it,7,38,15,12,11,49,43,6.0,57,1.50,,,,
2015-2016,33,Mainz 05,de,6,34,14,8,12,46,42,4.0,50,1.47,,,,
2015-2016,34,Hertha BSC,de,7,34,14,8,12,42,42,0.0,50,1.47,,,,
2015-2016,35,Lazio,it,8,38,15,9,14,52,52,0.0,54,1.42,,,,
2015-2016,36,Caen,fr,7,38,16,6,16,39,52,-13.0,54,1.42,,,,
2015-2016,37,Sevilla,es,7,38,14,10,14,51,50,1.0,52,1.37,,,,
2015-2016,38,Rennes,fr,8,38,13,13,12,52,54,-2.0,52,1.37,,,,
2015-2016,39,Stoke City,eng,9,38,14,9,15,41,55,-14.0,51,1.34,,,,
2015-2016,40,Chelsea,eng,10,38,12,14,12,59,53,6.0,50,1.32,,,,
2015-2016,41,Angers,fr,9,38,13,11,14,40,38,2.0,50,1.32,,,,
2015-2016,42,Wolfsburg,de,8,34,12,9,13,47,49,-2.0,45,1.32,,,,
2015-2016,43,Chievo,it,9,38,13,11,14,43,45,-2.0,50,1.32,,,,
2015-2016,44,Bastia,fr,10,38,14,8,16,36,42,-6.0,50,1.32,,,,
2015-2016,45,Bordeaux,fr,11,38,12,14,12,50,57,-7.0,50,1.32,,,,
2015-2016,46,Montpellier,fr,12,38,14,7,17,49,47,2.0,49,1.29,,,,
2015-2016,47,Marseille,fr,13,38,10,18,10,48,42,6.0,48,1.26,,,,
2015-2016,48,Málaga,es,8,38,12,12,14,38,35,3.0,48,1.26,,,,
2015-2016,49,Real Sociedad,es,9,38,13,9,16,45,48,-3.0,48,1.26,,,,
2015-2016,50,Köln,de,9,34,10,13,11,38,42,-4.0,43,1.26,,,,
2015-2016,51,Nantes,fr,14,38,12,12,14,33,44,-11.0,48,1.26,,,,
2015-2016,52,Everton,eng,11,38,11,14,13,59,55,4.0,47,1.24,,,,
2015-2016,53,Swansea City,eng,12,38,12,11,15,42,52,-10.0,47,1.24,,,,
2015-2016,54,Genoa,it,11,38,13,7,18,45,48,-3.0,46,1.21,,,,
2015-2016,55,Hamburger SV,de,10,34,11,8,15,40,46,-6.0,41,1.21,,,,
2015-2016,56,Empoli,it,10,38,12,10,16,40,49,-9.0,46,1.21,,,,
2015-2016,57,Lorient,fr,15,38,11,13,14,47,58,-11.0,46,1.21,,,,
2015-2016,58,Torino,it,12,38,12,9,17,52,55,-3.0,45,1.18,,,,
2015-2016,59,Atalanta,it,13,38,11,12,15,41,47,-6.0,45,1.18,,,,
2015-2016,60,Ingolstadt 04,de,11,34,10,10,14,33,42,-9.0,40,1.18,,,,
2015-2016,61,Watford,eng,13,38,12,9,17,40,50,-10.0,45,1.18,,,,
2015-2016,62,Betis,es,10,38,11,12,15,34,52,-18.0,45,1.18,,,,
2015-2016,63,Valencia,es,12,38,11,11,16,46,48,-2.0,44,1.16,,,,
2015-2016,64,Las Palmas,es,11,38,12,8,18,45,53,-8.0,44,1.16,,,,
2015-2016,65,Guingamp,fr,16,38,11,11,16,47,56,-9.0,44,1.16,,,,
2015-2016,66,Eibar,es,14,38,11,10,17,49,61,-12.0,43,1.13,,,,
2015-2016,67,West Brom,eng,14,38,10,13,15,34,48,-14.0,43,1.13,,,,
2015-2016,68,Espanyol,es,13,38,12,7,19,40,74,-34.0,43,1.13,,,,
2015-2016,69,Augsburg,de,12,34,9,11,14,42,52,-10.0,38,1.12,,,,
2015-2016,70,Werder Bremen,de,13,34,10,8,16,50,65,-15.0,38,1.12,,,,
2015-2016,71,Darmstadt 98,de,14,34,9,11,14,38,53,-15.0,38,1.12,,,,
2015-2016,72,Bologna,it,14,38,11,9,18,33,45,-12.0,42,1.11,,,,
2015-2016,73,Crystal Palace,eng,15,38,11,9,18,39,51,-12.0,42,1.11,,,,
2015-2016,74,La Coruña,es,15,38,8,18,12,45,61,-16.0,42,1.11,,,,
2015-2016,75,Bournemouth,eng,16,38,11,9,18,45,67,-22.0,42,1.11,,,,
2015-2016,76,Hoffenheim,de,15,34,9,10,15,39,54,-15.0,37,1.09,,,,
2015-2016,77,Eint Frankfurt,de,16,34,9,9,16,34,52,-18.0,36,1.06,,,,
2015-2016,78,Toulouse,fr,17,38,9,13,16,45,55,-10.0,40,1.05,,,,
2015-2016,79,Sampdoria,it,15,38,10,10,18,48,61,-13.0,40,1.05,,,,
2015-2016,80,Reims,fr,18,38,10,9,19,44,57,-13.0,39,1.03,,,,
2015-2016,81,Sunderland,eng,17,38,9,12,17,48,62,-14.0,39,1.03,,,,
2015-2016,82,Sporting Gijón,es,17,38,10,9,19,40,62,-22.0,39,1.03,,,,
2015-2016,83,Granada,es,16,38,10,9,19,46,69,-23.0,39,1.03,,,,
2015-2016,84,Udinese,it,17,38,10,9,19,35,60,-25.0,39,1.03,,,,
2015-2016,85,Palermo,it,16,38,10,9,19,38,65,-27.0,39,1.03,,,,
2015-2016,86,Carpi,it,18,38,9,11,18,37,57,-20.0,38,1.00,,,,
2015-2016,87,Rayo Vallecano,es,18,38,9,11,18,52,73,-21.0,38,1.00,,,,
2015-2016,88,Gazélec Ajaccio,fr,19,38,8,13,17,37,58,-21.0,37,0.97,,,,
2015-2016,89,Newcastle Utd,eng,18,38,9,10,19,44,65,-21.0,37,0.97,,,,
2015-2016,90,Stuttgart,de,17,34,9,6,19,50,75,-25.0,33,0.97,,,,
2015-2016,91,Getafe,es,19,38,9,9,20,37,67,-30.0,36,0.95,,,,
2015-2016,92,Norwich City,eng,19,38,9,7,22,39,67,-28.0,34,0.89,,,,
2015-2016,93,Levante,es,20,38,8,8,22,37,70,-33.0,32,0.84,,,,
2015-2016,94,Frosinone,it,19,38,8,7,23,35,76,-41.0,31,0.82,,,,
2015-2016,95,Hellas Verona,it,20,38,5,13,20,34,63,-29.0,28,0.74,,,,
2015-2016,96,Hannover 96,de,18,34,7,4,23,31,62,-31.0,25,0.74,,,,
2015-2016,97,Troyes,fr,20,38,3,9,26,28,83,-55.0,18,0.47,,,,
2015-2016,98,Aston Villa,eng,20,38,3,8,27,27,76,-49.0,17,0.45,,,,
2014-2015,1,Barcelona,es,1,38,30,4,4,110,21,89.0,94,2.47,,,,
2014-2015,2,Real Madrid,es,2,38,30,2,6,118,38,80.0,92,2.42,,,,
2014-2015,3,Bayern Munich,de,1,34,25,4,5,80,18,62.0,79,2.32,,,,
2014-2015,4,Juventus,it,1,38,26,9,3,72,24,48.0,87,2.29,,,,
2014-2015,5,Chelsea,eng,1,38,26,9,3,73,32,41.0,87,2.29,,,,
2014-2015,6,Paris S-G,fr,1,38,24,11,3,83,36,47.0,83,2.18,,,,
2014-2015,7,Manchester City,eng,2,38,24,7,7,83,38,45.0,79,2.08,,,,
2014-2015,8,Atlético Madrid,es,3,38,23,9,6,67,29,38.0,78,2.05,,,,
2014-2015,9,Valencia,es,4,38,22,11,5,70,32,38.0,77,2.03,,,,
2014-2015,10,Wolfsburg,de,2,34,20,9,5,72,38,34.0,69,2.03,,,,
2014-2015,11,Sevilla,es,5,38,23,7,8,71,45,26.0,76,2.00,,,,
2014-2015,12,Lyon,fr,2,38,22,9,7,72,33,39.0,75,1.97,,,,
2014-2015,13,Arsenal,eng,3,38,22,9,7,71,36,35.0,75,1.97,,,,
2014-2015,14,M'Gladbach,de,3,34,19,9,6,53,26,27.0,66,1.94,,,,
2014-2015,15,Monaco,fr,3,38,20,11,7,51,26,25.0,71,1.87,,,,
2014-2015,16,Manchester Utd,eng,4,38,20,10,8,62,37,25.0,70,1.84,,,,
2014-2015,17,Roma,it,2,38,19,13,6,54,31,23.0,70,1.84,,,,
2014-2015,18,Marseille,fr,4,38,21,6,11,76,42,34.0,69,1.82,,,,
2014-2015,19,Lazio,it,3,38,21,6,11,71,38,33.0,69,1.82,,,,
2014-2015,20,Saint-Étienne,fr,5,38,19,12,7,51,30,21.0,69,1.82,,,,
2014-2015,21,Leverkusen,de,4,34,17,10,7,62,37,25.0,61,1.79,,,,
2014-2015,22,Fiorentina,it,4,38,18,10,10,61,46,15.0,64,1.68,,,,
2014-2015,23,Tottenham,eng,5,38,19,7,12,58,53,5.0,64,1.68,,,,
2014-2015,24,Napoli,it,5,38,18,9,11,70,54,16.0,63,1.66,,,,
2014-2015,25,Bordeaux,fr,6,38,17,12,9,47,44,3.0,63,1.66,,,,
2014-2015,26,Liverpool,eng,6,38,18,8,12,52,48,4.0,62,1.63,,,,
2014-2015,27,Southampton,eng,7,38,18,6,14,54,33,21.0,60,1.58,,,,
2014-2015,28,Villarreal,es,6,38,16,12,10,48,37,11.0,60,1.58,,,,
2014-2015,29,Genoa,it,6,38,16,11,11,62,47,15.0,59,1.55,,,,
2014-2015,30,Montpellier,fr,7,38,16,8,14,46,39,7.0,56,1.47,,,,
2014-2015,31,Sampdoria,it,7,38,13,17,8,48,42,6.0,56,1.47,,,,
2014-2015,32,Lille,fr,8,38,16,8,14,43,42,1.0,56,1.47,,,,
2014-2015,33,Swansea City,eng,8,38,16,8,14,46,49,-3.0,56,1.47,,,,
2014-2015,34,Inter,it,8,38,14,13,11,59,48,11.0,55,1.45,,,,
2014-2015,35,Athletic Club,es,7,38,15,10,13,42,41,1.0,55,1.45,,,,
2014-2015,36,Augsburg,de,5,34,15,4,15,43,43,0.0,49,1.44,,,,
2014-2015,37,Stoke City,eng,9,38,15,9,14,48,45,3.0,54,1.42,,,,
2014-2015,38,Torino,it,9,38,14,12,12,48,45,3.0,54,1.42,,,,
2014-2015,39,Schalke 04,de,6,34,13,9,12,42,40,2.0,48,1.41,,,,
2014-2015,40,Milan,it,10,38,13,13,12,56,50,6.0,52,1.37,,,,
2014-2015,41,Dortmund,de,7,34,13,7,14,47,42,5.0,46,1.35,,,,
2014-2015,42,Celta Vigo,es,8,38,13,12,13,47,44,3.0,51,1.34,,,,
2014-2015,43,Málaga,es,9,38,14,8,16,42,48,-6.0,50,1.32,,,,
2014-2015,44,Rennes,fr,9,38,13,11,14,35,42,-7.0,50,1.32,,,,
2014-2015,45,Palermo,it,11,38,12,13,13,53,55,-2.0,49,1.29,,,,
2014-2015,46,Espanyol,es,10,38,13,10,15,47,51,-4.0,49,1.29,,,,
2014-2015,47,Hoffenheim,de,8,34,12,8,14,49,55,-6.0,44,1.29,,,,
2014-2015,48,Sassuolo,it,12,38,12,13,13,49,57,-8.0,49,1.29,,,,
2014-2015,49,Guingamp,fr,10,38,15,4,19,41,55,-14.0,49,1.29,,,,
2014-2015,50,Rayo Vallecano,es,11,38,15,4,19,46,68,-22.0,49,1.29,,,,
2014-2015,51,Crystal Palace,eng,10,38,13,9,16,47,51,-4.0,48,1.26,,,,
2014-2015,52,Eint Frankfurt,de,9,34,11,10,13,56,62,-6.0,43,1.26,,,,
2014-2015,53,Nice,fr,11,38,13,9,16,44,53,-9.0,48,1.26,,,,
2014-2015,54,Werder Bremen,de,10,34,11,10,13,50,65,-15.0,43,1.26,,,,
2014-2015,55,Everton,eng,11,38,12,11,15,48,50,-2.0,47,1.24,,,,
2014-2015,56,West Ham,eng,12,38,12,11,15,44,47,-3.0,47,1.24,,,,
2014-2015,57,Bastia,fr,12,38,12,11,15,37,46,-9.0,47,1.24,,,,
2014-2015,58,Caen,fr,13,38,12,10,16,54,55,-1.0,46,1.21,,,,
2014-2015,59,Real Sociedad,es,12,38,11,13,14,44,51,-7.0,46,1.21,,,,
2014-2015,60,Hellas Verona,it,13,38,11,13,14,49,65,-16.0,46,1.21,,,,
2014-2015,61,Mainz 05,de,11,34,9,13,12,45,47,-2.0,40,1.18,,,,
2014-2015,62,Köln,de,12,34,9,13,12,34,40,-6.0,40,1.18,,,,
2014-2015,63,Nantes,fr,14,38,11,12,15,29,40,-11.0,45,1.18,,,,
2014-2015,64,West Brom,eng,13,38,11,11,16,38,51,-13.0,44,1.16,,,,
2014-2015,65,Reims,fr,15,38,12,8,18,47,66,-19.0,44,1.16,,,,
2014-2015,66,Lorient,fr,16,38,12,7,19,44,50,-6.0,43,1.13,,,,
2014-2015,67,Chievo,it,14,38,10,13,15,28,41,-13.0,43,1.13,,,,
2014-2015,68,Empoli,it,15,38,8,18,12,46,52,-6.0,42,1.11,,,,
2014-2015,69,Toulouse,fr,17,38,12,6,20,43,64,-21.0,42,1.11,,,,
2014-2015,70,Hannover 96,de,13,34,9,10,15,40,56,-16.0,37,1.09,,,,
2014-2015,71,Leicester City,eng,14,38,11,8,19,46,55,-9.0,41,1.08,,,,
2014-2015,72,Udinese,it,16,38,10,11,17,43,56,-13.0,41,1.08,,,,
2014-2015,73,Elche,es,13,38,11,8,19,35,62,-27.0,41,1.08,,,,
2014-2015,74,Stuttgart,de,14,34,9,9,16,42,60,-18.0,36,1.06,,,,
2014-2015,75,Hertha BSC,de,15,34,9,8,17,36,52,-16.0,35,1.03,,,,
2014-2015,76,Newcastle Utd,eng,15,38,10,9,19,40,63,-23.0,39,1.03,,,,
2014-2015,77,Hamburger SV,de,16,34,9,8,17,25,50,-25.0,35,1.03,,,,
2014-2015,78,Freiburg,de,17,34,7,13,14,36,47,-11.0,34,1.00,,,,
2014-2015,79,Sunderland,eng,16,38,7,17,14,31,53,-22.0,38,1.00,,,,
2014-2015,80,Aston Villa,eng,17,38,10,8,20,31,57,-26.0,38,1.00,,,,
2014-2015,81,Atalanta,it,17,38,7,16,15,38,57,-19.0,37,0.97,,,,
2014-2015,82,Evian,fr,18,38,11,4,23,41,62,-21.0,37,0.97,,,,
2014-2015,83,Getafe,es,15,38,10,7,21,33,64,-31.0,37,0.97,,,,
2014-2015,84,Levante,es,14,38,9,10,19,34,67,-33.0,37,0.97,,,,
2014-2015,85,Hull City,eng,18,38,8,11,19,33,51,-18.0,35,0.92,,,,
2014-2015,86,Eibar,es,18,38,9,8,21,34,55,-21.0,35,0.92,,,,
2014-2015,87,La Coruña,es,16,38,7,14,17,35,60,-25.0,35,0.92,,,,
2014-2015,88,Granada,es,17,38,7,14,17,29,64,-35.0,35,0.92,,,,
2014-2015,89,Paderborn 07,de,18,34,7,10,17,31,65,-34.0,31,0.91,,,,
2014-2015,90,Cagliari,it,18,38,8,10,20,48,68,-20.0,34,0.89,,,,
2014-2015,91,Burnley,eng,19,38,7,12,19,28,53,-25.0,33,0.87,,,,
2014-2015,92,Metz,fr,19,38,7,9,22,31,61,-30.0,30,0.79,,,,
2014-2015,93,QPR,eng,20,38,8,6,24,42,73,-31.0,30,0.79,,,,
2014-2015,94,Almería,es,19,38,8,8,22,35,64,-29.0,29,0.76,,,,
2014-2015,95,Lens,fr,20,38,7,8,23,32,61,-29.0,29,0.76,,,,
2014-2015,96,Cesena,it,19,38,4,12,22,36,73,-37.0,24,0.63,,,,
2014-2015,97,Córdoba,es,20,38,3,11,24,22,68,-46.0,20,0.53,,,,
2014-2015,98,Parma,it,20,38,6,8,24,33,75,-42.0,19,0.50,,,,
2013-2014,1,Juventus,it,1,38,33,3,2,80,23,57.0,102,2.68,,,,
2013-2014,2,Bayern Munich,de,1,34,29,3,2,94,23,71.0,90,2.65,,,,
2013-2014,3,Atlético Madrid,es,1,38,28,6,4,77,26,51.0,90,2.37,,,,
2013-2014,4,Paris S-G,fr,1,38,27,8,3,84,23,61.0,89,2.34,,,,
2013-2014,5,Barcelona,es,2,38,27,6,5,100,33,67.0,87,2.29,,,,
2013-2014,6,Real Madrid,es,3,38,27,6,5,104,38,66.0,87,2.29,,,,
2013-2014,7,Manchester City,eng,1,38,27,5,6,102,37,65.0,86,2.26,,,,
2013-2014,8,Roma,it,2,38,26,7,5,72,25,47.0,85,2.24,,,,
2013-2014,9,Liverpool,eng,2,38,26,6,6,101,50,51.0,84,2.21,,,,
2013-2014,10,Chelsea,eng,3,38,25,7,6,71,27,44.0,82,2.16,,,,
2013-2014,11,Monaco,fr,2,38,23,11,4,63,31,32.0,80,2.11,,,,
2013-2014,12,Dortmund,de,2,34,22,5,7,80,38,42.0,71,2.09,,,,
2013-2014,13,Arsenal,eng,4,38,24,7,7,68,41,27.0,79,2.08,,,,
2013-2014,14,Napoli,it,3,38,23,9,6,77,39,38.0,78,2.05,,,,
2013-2014,15,Everton,eng,5,38,21,9,8,61,39,22.0,72,1.89,,,,
2013-2014,16,Schalke 04,de,3,34,19,7,8,63,43,20.0,64,1.88,,,,
2013-2014,17,Lille,fr,3,38,20,11,7,46,26,20.0,71,1.87,,,,
2013-2014,18,Athletic Club,es,4,38,20,10,8,66,39,27.0,70,1.84,,,,
2013-2014,19,Saint-Étienne,fr,4,38,20,9,9,56,34,22.0,69,1.82,,,,
2013-2014,20,Tottenham,eng,6,38,21,6,11,55,51,4.0,69,1.82,,,,
2013-2014,21,Leverkusen,de,4,34,19,4,11,60,41,19.0,61,1.79,,,,
2013-2014,22,Wolfsburg,de,5,34,18,6,10,63,50,13.0,60,1.76,,,,
2013-2014,23,Fiorentina,it,4,38,19,8,11,65,44,21.0,65,1.71,,,,
2013-2014,24,Manchester Utd,eng,7,38,19,7,12,64,43,21.0,64,1.68,,,,
2013-2014,25,Sevilla,es,5,38,18,9,11,69,52,17.0,63,1.66,,,,
2013-2014,26,M'Gladbach,de,6,34,16,7,11,59,43,16.0,55,1.62,,,,
2013-2014,27,Lyon,fr,5,38,17,10,11,56,44,12.0,61,1.61,,,,
2013-2014,28,Inter,it,5,38,15,15,8,62,39,23.0,60,1.58,,,,
2013-2014,29,Marseille,fr,6,38,16,12,10,53,40,13.0,60,1.58,,,,
2013-2014,30,Mainz 05,de,7,34,16,5,13,52,54,-2.0,53,1.56,,,,
2013-2014,31,Villarreal,es,6,38,17,8,13,60,44,16.0,59,1.55,,,,
2013-2014,32,Real Sociedad,es,7,38,16,11,11,62,55,7.0,59,1.55,,,,
2013-2014,33,Parma,it,6,38,15,13,10,58,46,12.0,58,1.53,,,,
2013-2014,34,Augsburg,de,8,34,15,7,12,47,47,0.0,52,1.53,,,,
2013-2014,35,Torino,it,7,38,15,12,11,58,48,10.0,57,1.50,,,,
2013-2014,36,Milan,it,8,38,16,9,13,57,49,8.0,57,1.50,,,,
2013-2014,37,Southampton,eng,8,38,15,11,12,54,46,8.0,56,1.47,,,,
2013-2014,38,Lazio,it,9,38,15,11,12,54,54,0.0,56,1.47,,,,
2013-2014,39,Hellas Verona,it,10,38,16,6,16,62,68,-6.0,54,1.42,,,,
2013-2014,40,Bordeaux,fr,7,38,13,14,11,49,43,6.0,53,1.39,,,,
2013-2014,41,Stoke City,eng,9,38,13,11,14,45,52,-7.0,50,1.32,,,,
2013-2014,42,Atalanta,it,11,38,15,5,18,43,51,-8.0,50,1.32,,,,
2013-2014,43,Hoffenheim,de,9,34,11,11,12,72,70,2.0,44,1.29,,,,
2013-2014,44,Valencia,es,8,38,13,10,15,51,53,-2.0,49,1.29,,,,
2013-2014,45,Celta Vigo,es,9,38,14,7,17,49,54,-5.0,49,1.29,,,,
2013-2014,46,Lorient,fr,8,38,13,10,15,48,53,-5.0,49,1.29,,,,
2013-2014,47,Toulouse,fr,9,38,12,13,13,46,53,-7.0,49,1.29,,,,
2013-2014,48,Bastia,fr,10,38,13,10,15,42,56,-14.0,49,1.29,,,,
2013-2014,49,Newcastle Utd,eng,10,38,15,4,19,43,59,-16.0,49,1.29,,,,
2013-2014,50,Levante,es,10,38,12,12,14,35,43,-8.0,48,1.26,,,,
2013-2014,51,Reims,fr,11,38,12,12,14,44,52,-8.0,48,1.26,,,,
2013-2014,52,Hannover 96,de,10,34,12,6,16,46,59,-13.0,42,1.24,,,,
2013-2014,53,Rennes,fr,12,38,11,13,14,47,45,2.0,46,1.21,,,,
2013-2014,54,Nantes,fr,13,38,12,10,16,38,43,-5.0,46,1.21,,,,
2013-2014,55,Hertha BSC,de,11,34,11,8,15,40,48,-8.0,41,1.21,,,,
2013-2014,56,Málaga,es,11,38,12,9,17,39,46,-7.0,45,1.18,,,,
2013-2014,57,Sampdoria,it,12,38,12,9,17,48,62,-14.0,45,1.18,,,,
2013-2014,58,Crystal Palace,eng,11,38,13,6,19,33,48,-15.0,45,1.18,,,,
